Categorie;Email
Basisinformatie;Vertrouwensbreuk.Onderwerp: Vertrouwensbreuk met klantmanager Mw. T. Pomp<wbr />/ mijn ber. 3-2 jl. (11:46 uur)<br /><br />L.S.,<br /><br />Bijgaand mijn bovengenoemd schrijven aan mevr. T. Pomp, klantmanager bij DWI.<br /><br />Vanwege de verstoorde verhoudingen heb ik gevraagd om een andere klantmanager doch hierop is geen antwoord gekomen. <br /><br />Omdat ik wil werken aan een oplossing en aan mijn toekomst en een verdere escalatie wil voorkomen, stel ik u hierbij op de hoogte. <br /><br />Uw reactie wachtend,<br />Hoogachtend,<br /><br />R.H.E. Bulten, MSc.<br /><br /><br />P.S.<br />Eventueel kunt u inzage krijgen in de correspondentie.<br />
Basisinformatie;geacht Klachtenteam,<br /> <br />Ik maak bezwaar tegen het gedrag van mijn klantmanager Dhr. V. Mumu.<br /> <br />In mijn op 29 januari 2015 gegrond verklaarde bezwaarschrift (201410641 <wbr />/ 6346797 <wbr />/ Team Werk)<br />omschrijf ik het gedrag van de Klantmanager als:<br /> <br />“het wispelturige, onduidelijke en communicatie-onvaardige gedrag”<br /> <br />ik werd door de heer Mumu meerdere malen verbaal en op schrift valselijk beschuldigd van niet of onvoldoende solliciteren.<br /> <br />hierdoor is er een zeer verstoorde relatie tussen mij en Dhr. Mumu ontstaan, waardoor normale samenwerking in de toekomst is uitgesloten.Ik verzoek de gemeente om een andere klantmanager
Parkeren;omtrent beslag januari 2015 €26,68 dit beslag is afgelopen daar belde ik voor ook om te vragen of GGN dit heeft doorgegeven.<br /><br />Gesprek gehad met een Surinaamse meneer afdeling beslag, deze heer beschuldigd mij dat ik agressief ben wat niet waar is deze heer is niet te verstaan spreekt binnen mond's daar heb ik hem netjes op gewezen dat ik hem niet versta deze heer is onbeschoft gooit telefoon op de haak, ik ben hier niet van gediend dit gedrag, er is nu niets geregeld.mij belt en uitleg geeft als een client belt om iets te regelen of dit de manier is op maandag morgen zo iemand te woord te staan met te zeggen dat ik agressief ben, deze heer zit daar om clienten van dienst te zijn wilt hij dit niet op maandag morgen moet hij naar huis gaan en niet mij afkatten, ik wil het geregeld hebben want er gaan inhoudingen fout gaan daar belde ik voor
Belasting, Werk en Inkomen;betr.: mijn klacht d.d. 5 Feb. jl. inzake Mw. T. Pomp<br />Uw kenmerk: 20150325833<br />Bemiddeling bij het verzoek tot toewijzing jobhunter<wbr />/ consulent. <br /><br />
Openbare Ruimte;zie bijlageErvoor zorgen dat ik een fatsoenlijk antwoord krijg op mijn e-mail van 27 januari en dat er een plan of voorstel tot een goede verdeling van het vakantiegeld wordt gemaakt. Iets wat de dienst BIBD al uit zichzelf had moeten doen, maar helemaal na het sturen van vragen hierover.
Openbare Ruimte;Mw heeft een klacht mbt het aanvragen van een stadspas. Dit duurt voordat er een besluit is al 8 weken en daarna nog 2 weken voordat de pas er is. En daarbij moet mw dit elke keer aanvragen terwijl mensen met een DWI uitkering dit niet hoeven te doen. Mw heeft een WA-jong uitkering.n Ook is mw niet geinformeerd over dat ze het moet aanvragen heeft het voorheen altijd gekregenOplossen
Basisinformatie;Ik heb voor de derde keer in een jaar een andere inomensconculent genaamd Mevrouw Leito .<br />Vanaf het moment dat ik contact met haar heb gehad, 3keer in totaal wordt ik niet correct te woord gestaan, mevrouw verbreekt de verbinding, uitstpraken zoals is niet mijn schuld, u heeft niets geponeerd, elke keer verwijten maken dat het niet haar schuld terwijl ik haar niet eens beshuldig.<br />Werk orders niet op tijd klaar, niet op de hoogte zijn van artikelen omtrent de participatiewetgeving, ontzettend kortaf en onvriendelijk, misleidende informatie geven om vervolgens terug te bellen en dan alsnog de juiste informatie te verstrekken met een stamelende stem, kortom onprofessioneel en totaal niet begaan met de klant, uitspraken als elke keer dat u mij verteld dat u voor de 3e keer een andere consulent heeft heb ik geen tijd voor. Ik wil steeds een punt duidelijk maar dit wordt gewoon domweg afgekapt.Ik wil per direct een andere consulent die wel de regels kent en die normaal communiceert, ik heb zelf ontzettend veel ervaring met kcc, callcenters en de laatste keer verbrak ze gewoon vroegtijdig de verbinding, ik ben hier zeker niet van gediend.<br />Het laatste gesprek was een fataal gesprek iets wat niet is toegestaan bij kcc. Dat men een slecht dag heeft oke maar niet elke keer , ben zelfs geneigd om dit naar Rechtbank sector Haarlem afdeling bestuursrecht door te sturen om zo mijn gelijk te behalen.<br />Een zeer kwalijke zaak, ik heb zelfs voor de gemeente gewerkt en weet dat dit absoluut niet kan, dus bij nogmaals het vriendelijke verzoek om een andere inkomensconsulent.
Belasting, Werk en Inkomen;Ik wil graag een klacht indienen over de houding van<wbr />/behandeling door het personeel waarbij de post opgehaald dient te worden van de briefadressen verstrekt door DWI (mijn klacht betreft de locatie Elisabeth Wolffstraat 2). <br /><br />Mijn uitgebreide klacht bevindt zich in de bijlage.Medewerkers aanspreken indien zij (naar mijn mening) onacceptabel gedrag vertonen en ervoor zorgen dat dit verandert, zodat bezoekers een correcte behandeling krijgen.
Openbare Ruimte;mijn klacht is tegen mijn klantmanager, hij heeft twee keer mijn uitkering onterecht stop gezet en vervolgens zijn collega aisha met excuses terug gestort omdat ik hem niet te pakken kan krijgen via mobiel. de laatste keer was het de dag voor kerst dat hij het had geblokkeert zijn reden zou zijn dat ik met werk waar ik was pas begonnen geld had verdient, terwijl ik hem twee weken van het voren heb aangegeven dat ik niks zou verdienen dat het 1 maand proeftijd was en mijn contract hebt verstuurt naar hem. hij heeft alsnog mijn uitkering stopgezet en hij zelf ontkent dat te hebben gedaan en dat het niet aan hem ligt. wat mij zwaar heeft vernedert is dat ik kerst zonder enig cent zat en niet kon opdagen bij het kerstdinnee van mij vriendin de ouders had geen reisgeld geen cado geld niks en nieuwjaar heb ik met verdriet in mijn bed gebracht mijn vrienden vriendin iedereen had ik moeten afzeggen, met mij hoofd onder de kussen probeerde ik de knallen niet te horen van het nieuwjaarsnachtik wil een nieuwe klantmanager iemand die mij helpt met werk zoeken iemand die mij informeert iemand die mij de weg wijst ik wil werken! en compensatie voor de feestdagen dat ik zonder geld en volle ogen zat. en graag dat meneer nordin sami sami zijn gedrag ook tegenover andere jongeren verandert, mij is het overkomen  wil niet dat hij ook iemand anders zijn leven in de deuk brengt
Belasting, Werk en Inkomen;Geachte dwi, ik ontving vandag een envelop van u, met daarin een geopende briev , welke aan mij persoonelijk was bestemt, ik zul u in toekomst aanbevelen,af te blijven van brieven welke aan mij bestemd zijn,dit is niet u zaak, u schend daarmee het brievengeheim!Van de volgende  aan mij bestemde brieven afblijven
Openbare Ruimte;een medewerker aan de receptiebalie is altijd zo chagrijnig.Ze kijkt alsof ze echt geen plezier heeft in wat ze doet of dat ze het leven niet meer ziet zitten.Echt triest.Andere medewerkers aan balie zien er vriendelijk uit, hebben een open uitstraling.Maar het is alsof zij je echt wat aan wilt doen.Daar wil ik niet door geholpen worden.Ik stond in de rij een keer achter de streep,een klant voor mij liep weg,ik ging automatisch richting de baliemedewerker.Ze keek met die dodelijke blik aan en vroeg me met een nare toon of ik terug wilde stappen want ze was nog bezig met die klant.Waarom zo onvriendelijk.Wat is er met haar gebeurd.Wel triest dat elke keer als ik bij jullie kom,zij zo chagrijnig kijkt.Misschien moet die arme vrouw met vakantie denk ik.Het zal een goed idee zijn om met deze medewerker te praten. Vind ze het werk nog wel leuk? Wat vind ze leuk aan het werk? Waar wordt ze chagrijnig van? Waar wordt ze vrolijk van? Kan ze nog lachen? Is er iets gebeurd? Geef deze mevrouw een korte break. Ze heeft het nodig blijkbaar. Ik heb weinig mensen gezien die bij de Gemeente werken die zo'n negatieve uitstraling hebben, zo'n vertekend gezicht.. als blikken konden doden. Het is niet alleen in het belang van het DWI en zijn klanten, maar ook voor haarzelf. Ik heb medelijden met zulke mensen. Ze moeten zichzelf wat blijdschap en geluk gunnen, dan gaan ze dat vanzelf ook uitstralen.
Openbare Ruimte;Wij hebben meerdere malen gebeld en gevraagd om formulier bijzondere bijstand nu 3 maanden later nog niks ontvangen.Graag formulier bijzondere bijstand toesturen
Parkeren;Ik ben niet  tevreden over mijn budgetconsulent bij het FIBU. Het betreft mw Sophia Slaby. Het storten van mijn leefgeld is niet constant. Het kan wel eens voorkomen dat ik een week geen leefgeld ontvang. Mij is toegezegd dat ik €40 per week leefgeld zou ontvangen, maar ik ontvangt €20 per week aan leefgeld. Als ik extra leefgeld aanvraag en die ook krijg, vervalt mijn leefgeld in zijn geheel voor een week. Mw S. Slaby geeft aan een brief te hebben gestuurd met uitleg waarom ik maar €20 per week krijg. Ik heb deze brief echter nooit ontvangen. <br />Ik had voor afgelopen week extra geld aan aangevraagd ivm mijn verjaardag. Dit had ik ruim 3 weken van te voren aangevraagd. Echter stond dit niet op mijn rekening gestort. Mijn begeleider heeft gebeld en er was een fout gemaakt het stond voor de volgende dag geserverveerd. Middels een spoed betaling heb ik het gelukkig ontvangen. Maar dat heeft te maken omat mijn begeleider erachter aan is gegaan.Ik wil graag een nieuwe budgetconsulent
Belasting, Werk en Inkomen;Ik heb de AOW leeftijd bereikt, maar ontving geen stadspas.Ik ontvang graag een stadspas
Parkeren;mijn klacht gaat over de langduurigtoeslag bij gemeente Amsterdam et waarom het gestopt bij gemeente Amsterdam et niet bij ander gemeente zoals Amstelveen of Aalsmeer of lieden wat ik verschelend van de bewoners  van Amsterdam en de bewoners de ander gemeente in Nederlander...... ik vind er zijn ???? en ik heb deze klacht tegen de burgemeester de Amsterdam et ik wil hij persoonlijke beantwoord aan mij klacht <br />m v gja
Belasting, Werk en Inkomen;pmambtshalve intrekking c.q. herziening besluit
Openbare Ruimte;29 januari jl. gebeld met DWI over Jaaropgave 2014 die ik onterecht heb ontvangen omdat ik het bedrag terugbetaal aan DWI. gesproken met mevr. GM Blackson zij zou aan de zaak werken en mij terug bellen, dit is niet gebeurd.16 februari jl.,bel ik terug dhr. Amrani stuurt terug bel email naar mevr. Blackson tot op heden geen gehoor. Dit vind ik heel erg kwalijk.Dat de werknemers van DWIde klanten terug bellen want dit gebeurd als te vaak ik heb nog 3 voorbeelden. en allerbelangrijkste dat mijn zaak opgelost wordt
Basisinformatie;Ik ben door het dwi voorgesteld bij een bedrijf en aan de slag gegaan. Toen heb ik vernomen dat ik daar niet aan de slag mocht gaan zolang het contract niet in orde was. Verder ben ik geshokeerd van de gang van zaken aangezien ik mn uiterste best doe om aan de slag te gaan en dit heeft bij mij geleid tot een ernstige mate van een depressie. Dat ik nu feitelijk niet in staat ben om nog langer bij dit bedrijf aan de slag te gaan. Verder biedt dit bedrijf geen carierekansen aangezien dit ver buiten mijn niveau ligt. Ook mag ik niet mijn telefoon aanhouden voor andere sollicitatie en dit belemmert in feite de kortste weg naar werk. Nu is er zonder overleg geregeld door mijn klantmanager dat ik daar aan de slag moet gaan terwijl het contract nog steeds niet is opgemaakt na een week tijd. Hoe is dit mogelijk? dezelfde fout wordt weer gemaakt.de klacht bekijken en een nieuwe klantmanager toewijst en tijd vrij maakt om vacatures te zoeken die aansluiten
Basisinformatie;Mijn vraag aan jullie is, wanneer gaan jullie mijn geld overmaken. Ik ben geen klein kind, en verwacht een nette en correcte behandeling.<br />Kijk even, naar mijn dossier, clientnummer 10317042, E.D.Botterman, geboren 17-5-1960.Wat denken jullie nou zelf. <br />sowieso een voorschot morgen aan mij overmaken, en de hele zaak herzien, en onderzoeken, en daarna de rest.<br />En, volgens mij heb ik recht op ongeveer 1500 euro permaand. De laatste 3 jaar, slechts 100 euro per maand.<br />Ik informeer ook nog even, dat ik de ombudsman, hier ook over iformeer, wat wel zo netjes is.
Belasting, Werk en Inkomen;Mijn uitkering wordt niet uit betaald zonder enige uitleg door mevr.g.kaya.<br />Deze mevr is hoogst onvriendelijk en vindt dat ze niet hoeft te luisteren en gooi gewoon de telefoon erop als ze er niet uitkomt. <br />Ik ben nu de dube van fouten die bij deze instantie worden gemaakt. <br />Ik heb geen zin om weer een advocaat in te moeten schakelen omdat dat kosten met zich mee brengt en dat door de belasting betalers betaald moet gaan worden omdat er mensen bij DWI werken die denken dat hun de regels bepalen inplaats volgens deregels die er in het wetboek voor zijn gemaakt.Dat mijn uitkering wordt uitbetaald en als er een terugvordering is dat er dan rekening wordt gehouden met de belasting vrije voet.
Openbare Ruimte;Kenmerk 131440688 (dd.24-2-2015)<br />Team wettelijke taken,E en I stuurt volkomen onterecht een schrijven naar mijn vrouw,die nu op vacantie is.Inburgeringsexamen was reeds op 3-7-2013(dat is 2 jaar geleden) met goed gevolg afgelegd (uitslag DUO 29-7-2013)Er staat een dreiging met boete (te reageren binnen 10 dgn.<br />Z.s.m. schriftelijk bevestigen,dat het NIET correct was ! Zij moet zoals altijd aan het werk,er is geen tijd voor dit soort onzin!
Parkeren;Mevrouw Engelbregt heeft op 02-03-2015 gesproken met Mevrouw Alken, afdeling debiteurenbeheerder terugvordering. In dit gesprek heeft zij de situatie waarin zij zich bevindt geprobeerd uit te leggen en wilde zij vragen om een antwoordvlop voor bepaalde documenten die zij de gemeente nog moest toesturen. Mevrouw Alken heeft mevrouw Engelbregt echter denigrerend ter woord gestaan. Ze suggereerde dat mevrouw Engelbregt verplicht was bepaalde dingen te doen, door haar aan te spreken met 'je moet', en nadat mevrouw Engelbregt daar op in ging heeft ze de telefoon naast zich neergelegd zodat ze haar niet meer hoorde.Mevrouw Alken hierop wordt aangesproken, en een terugkoppeling hierover naar mevrouw Engelbregt. Graag telefonisch.
Openbare Ruimte;Ik heb een brief op 11 februari gekregen. In de brief staat er dat jullie mijn scholierenvergoeding al op 4 juli hadden gestuurd. Ik heb dat nog eens gecheckt en dat blijkt niet te kloppen.<br /><br />Als jullie zeker weten dat jullie geld hebben gestuurd, zou ik dan mogen weten naar welke bankrekening?<br /><br />De laatste keer dat jullie mij scholierenvergoeding hebben toegekend was in 2013. Ik heb nog alle bankafschriften van 2013 en 2014. Dat betekent dat ik in 2014 geen bankafschrift heb gekregen van scholierenvergoeding 2014<wbr />/2015! Ik zou jullie wel kopie's kunnen sturen als jullie dat willen<br />Checkt of jullie zeker zijn dat jullie mijn scholierenvergoeding wel hebben gestuurd naar mijn bankrekening!
Belasting, Werk en Inkomen;GEACHTE M<wbr />/V MIJN BIJSTAND UITKERING IS AFGEWEZEN DOOR ONVOLDOENDE BEWIJSSTUKKEN . ?N DE EERSTE INSTANTIE I HEB ONTVANGEN AFSPRAAK MET KLANTMANAGER IN WEESPERSTRAAT OP 27 jANUARI EN EEN E-MAIL MET DE LIST VAN BEVIJSSTUKKEN. MAAR DOOR EEN FOUT MIJN AFSPRAAK IS OPGEZET NAAR 9 FEBRUARI OP JAN VAN GALENSTRAAT. NA DE AFSPRAAK IK HEB GELEVERD ALLE BEVIJSSTUKKEN EN MIJN KLANT MANAGER HEEFT EEN E-MAIL GESTUURD OM TE BEVESTIGEN DAT ZE ALLES IN GOEDE ORDE HEEFT ONTVANGEN.OP 3 MAART IK HEB EEN BRIEF ONTVANGEN EN LEZEN DAT MIJN AANVRAAG IS GEVEZEN DOOR ONVOLDOENDE BEVEIJSTUKKEN.IK HEB GEBELD DE MEDEVERKER EN ZE ZEI DAT IK MOEST DE BANK AFSCHRIFTEN VAN 8 MAANDEN OPLEVEREN EN NIET DE LAATSTE 3 MAANDEN ALS WAS SCHRIJVEN OP DE BEVIJSSTUKKEN LIJST.NU, MOEST IK OPNIEUW EEN UITKERING AANVRAAG DOEN EN IK HEB NOG EEN KEER HETZELFDE E-MAIL ONTVANGEN MET DE HETZELFDE LIJST . NU MOET IK ALLES OPNIEUW STARTEN EN WACHTEN EEN LANGERE TIJD EN DIT IS EEN GROTE PROBLEEM WANT IK IN EEN DRINGEND NOOD SITUATIE BEN.IK H?K WIL GRAAG INFORMATIE EN OPLOSING VAN MIJN AANVRAAG PROBLEMEN.<br />
