Categorie;Email
Openbare Ruimte;Er word zonder overleg ineens de ontheffing van  de blauwe zone kaart 2 jaar vergunning afgegeven en moet dus meteen t dubbele betalen ,heb een uitkering en kan dat niet ineens betalen<br />Als ik volgend jaar geen auto meer heb krijg ik mijn geld niet terughet gewoon per jaar laten betalen
Parkeren;Middels een schrijven van Cition d.d. 17 december 2014 geeft u aan dat het tarief van mijn parkeervergunning per 2015 verhoogd zal worden naar € 267,50 per jaar. Als reden hiervoor geeft u aan dat de gemeente de vergunningtarieven in vergelijkbare gebieden gelijk wil trekken. ik vind de verhoging van het tarief buiten proportie en derhalve schandalig. <br />De vergunning voor bewoners voor Centrum 3 wordt verhoogd van € 221,76 naar € 267,50. Dit is een verhoging van € 45,74, zijnde ruim 20%, belachelijk veel.<br />U geeft als reden aan dat de gemeente hiermee de vergunningtarieven in vergelijkbare gebieden gelijk wil trekken. Echter, het tarief van Centrum 3 was in 2014 al veruit het hoogste tarief van alle bewonersvergunningen in Amsterdam. Dus als u dit gelijk zou willen trekken met vergelijkbare gebieden, dan zou hij juist naar beneden bijgesteld moeten worden. <br />Tot slot staat op www.cition.nl dat het tarief € 276,50 wordt. Ik blijk dus ook nog foutief geinformeerd te zijn.Nogmaals, mijns inziens zijn deze verhoging en het uiteindelijke bedrag buiten proportie. Ik verwacht vanuit de gemeente dan ook een gebaar of tegemoetkoming. Een verlaging van het tarief zou de Gemeente Amsterdam ook sieren. En in ieder geval geen verhoging voor de komende 5 jaren.
Openbare Ruimte;mevr heeft geparkeerd in een p en r garage (Olympiaplein )<br /> daar is zij in gestapt met eigen ov kaart en zij is terug gegaan op het museumplein daar heeft zij de bus 172 gepakt en bij aankomst in de garage moest zij een bedrag betalen van 35.00 <br />ipv 1 euro mevr heeft dit al vaker gedaan en daar heeft zij nooit problemen mee gehad mevr geeft aan dat er niet bekend is dat zij met gvb moet reizen ipv ander  vervoerde kl  het geld terug betalen en kenbaar maken dat als je reist met eigen ov kaart dat je dan alleen gebruik kan maken van GVB ipv andere vervoersbedrijven<br />dan is de term public transport niet duidelijk
Openbare Ruimte;De informatie over het gebruik van P+R is onduidelijk of wordt niet volledig weergegeven via website enof informatieborden.<br />Door herhaaldelijk lezen van de diverse informaties over het gebruik van P+R in combinatie met centrum bezoek van Amsterdan gedurende weekend resp maximaal 96 uur geconstateerd dat het criteria over verblijven in het centrum van Amsterdam niet juist wordt gecontroleerd.<br />Als men overstapt naar een tramlijn welke wel buiten het centrum komt dan wordt automatisch aangenomen dat de bezoeker of gebruiker van de tram wel buiten het centrum is geweest. Als naar een hotel gelegen aan de PC-hoofdtstraat wil vanuit P+R Bos+Lommer dan moet ik ook lijn 12 nemen. Ondanks dat ik gedurende het weekend alleen in het centrum ben geweest heb ik toch het maximale tarief moeten betalen bij P+R Bos en Lommen.duidelijkheid<br />Totaal met parkeerticket ca € 42,= betaald terwijl volgens de informatie bij verblijf in het centrum gedurende een weekend <br />de kosten ca. € 10,= zou zijn.<br />Dus svp retour € 32,=
Openbare Ruimte;ten onrechte ( in mijn ogen ) opgelegde parkeer boete.Kenteken 32-JP-GJ ticket nummer 23770 en 23766. referentie 1044169 en 1044167Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Basisinformatie;Mijn klacht betreft de verhoging van het bedrag van de parkeervergunning. Ik ontving in januari een brief van Cition (gedateerd 17 december 2014) waarin de verhoging van het vergunningtarief wordt aangekondigd. Deze verhoging lijkt mij nogal exhorbitant nu het een verhoging is van meer dan 20% van het vorige bedrag. Eerder betaalde ik Euro 221,76, nu gaat de volgende verlenging van de vergunning een bedrag van Euro 267,50 kosten.<br /><br />Ik had begrepen dat de parkeerkosten van de verschillende stadsdelen meer gelijk getrokken gingen worden, maar dat gaat op deze manier niet lukken
Openbare Ruimte;Weken geleden heb ik een bezwaar ingediend tegen het wegslepen van mijn auto ( 79-SXL-3) en ik heb nog steeds geen bevestiging ontvangen van de ontvangst door u.Mij zo snel mogelijk laten weten of het bezwaar in behandeling is genomen en wanneer ik uitspraak kan verwachten
Openbare Ruimte;Kan het niet wat minder!<br />Voor de verlenging van de invalideparkeervergunning van Cition zijn er wel weg veel papier nodig:<br />inmiddels heb ik ingestuurd:<br />verlengingaanvraag<br />copie rijbewijs, helaas staat daar geen burgerservicenr. op, dus ze wilden een <br />copie paspoort<br />copie kentekenbewijs<br />copie voor en achterkant van de invalidenparkeervergunning<br /><br />Kortom, als de aanvraag onderweg in de post kwijtraakt, liggen alle persoonsgegevens op straat.<br /><br />Waarom zoveel gegevens, terwijl men die bij Cition al in bezit heeft.
Parkeren;op 21 januari 2015 bracht ik mijn vriendin naar een sollicitatie gesprek, ik zat buiten te wachten op de parkeerplaats ik had geen andere keus want als ik in midden van de weg zou staan dan kon niemand meer langs dus ik  moest wel netjes aan de kant gaan staan om ruimte te maken voor de rest van het verkeer. de parkeerwachter zag mij gewoon in de auto zitten en als die even langs kwam om te zeggen dat ik hier moest betalen om te parkeren dan had ik dat ook gedaan maar hij deed niks reed gewoon langs en ging weer verderals het kan geef de mensen gewoon eerst een waarschuwing voordat je ze op de bon slingert er kan ook bepaalde redenen achter zitten
Parkeren;Niet verder kunnen met openbaar vervoer nadat we bij P + R bij het Olympisch stadion geparkeerd hadden, bushalte tijdelijk opgeheven  op zondag 25 januari, ston ook nergens, niet op 9292ov of in de parkeergarage, bewaker wist ook nietsOns schadeloos stellen, geen rondleiding museum, geen dagje Amsterdam, parkeerkosten €1,50 en de autorit naar Amsterdam.
Parkeren;Parkeervergunning is veel duurder geworden dit jaar maar er is nu bijna niet meer te parkeren i.v.m. de Hallencomplex.Plekken voor Vergunninghouders maken, of kunnen parkeren in de parkeergarage van de Hallen.
Openbare Ruimte;Er is een aanvraag ingediend aan de balie bij Cition voor een parkeervergunning door onze werkneemster. Op de website van de gemeente hebben wij opgezocht wat hiervoor nodig was. Het betreft een personenauto die de werkgever ter beschikking heeft gesteld en op naam (kentekenregistratie) staat van de leasemaatschappij. Eenmaal bij de balie kreeg onze werkneemster te horen dat zij ook een salarisstrook nodig had. Volgens de website zou dit alleen nodig zijn voor bedrijfsauto's (grijs kenteken) Op verzoek van de werkneemster heb ik de salarisstrook gemaild aan Cition omdat er anders geen vergunning zou worden afgegeven. Dit is naar mijn mening geheel in strijd met de Wet op Privacy. Cition beschikt op dit moment (minimaal) over een kopie legitimatie, werkgeversverklaring en een salarisstrook, allemaal documenten die gevoelig zijn voor identiteitsfraude, zeker alle documenten tezamen.Richtlijnen aanpassen, goede communicatie met Cition. Tevens salarisstrook vernietigen uit dossier en email van werkneemster
Belasting, Werk en Inkomen;Ontbreken van publieksvoorlichting over betalen voor parkeren zonder pincode bij parkeerautomatenAlsnog publieksvoorlichting regelen, bijvoorbeeld in de krant, op de TV, op de radio.
Openbare Ruimte;Hoe kan het zijn dat een inwoner van u een invalidekaart krijgt terwijl hij niets mankeert <br />Dit persoon verblijft 365 dagen per jaar op een recreatie Park in Opmeer en wel te weten Recreatie Park Westfriesland de Heer heeft er 3 caravans waar hij van alles op en aan doet zowel de daken betimmeren schilderen en grindtegels leggen met een motor rijden met blote rug met zware wagens rijden met aanhanger staat op ladders te werken op grote hoogteAangaande F. Huisman [ geb. 27-10-1961 ] ik ben te horen gekomen dat de man kamp met rug problemen.Hij heeft er inmiddels weer wat bij gekocht,maar ook de stacaravan afgebroken en is nu met schuttingen bezig en straatjes aan het leggen als je echt last van je rug hebt kan je dat niet,en waar doet hij het van als hij zegd dat hij in de ziektewet zit,ik denk dat meneer bij verdient en behoorlijk ook het is zo wie zo een crimineel voor het park hij bedrieg en licht alles op wat los en vast zit  <br /><br />Hij is al jaren aan het verbouwen op recreatie park Westfriesland Opmeer ,zelfs zoveel dat de gemeente hem een bouw verbod heeft op gelegd , en dwang som om weer dingen af te breken . Als deze man last van zijn rug dan heb ik het ook . Ik denk dat hij geen zin heeft om te werken . { P.S. voor controle is er in de buurt wel wat te huur ]<br />u kunt hier zeker wat mee hij is een oplichter
Openbare Ruimte;Klant probeert infomatie in te winnen over eventuele korting die gegeven kan worden bij P+R locaties. Heeft hierover mailcontact gehad met mevr Tjin van P + R. Klant is niet tevreden over de afhandeling van het mailcontact, omdat de vraag niet beantwoord kan worden. Terwijl de klant duidelijk aangeeft vanaf welk punt naar welk punt er gereisd wordt. Mevr Tjin wou de klant ook niet telefonisch te woord staan, tot ergenis van de klantKlant wilt antwoord krijgen op vraag of er met korting geparkeert kan worden. en had graag gewild dat T. Tjin haar telefonisch zelf te woord had gestaan, i.p.v het via 14020 te doen.
Openbare Ruimte;Klant betaald bij parkeerautomaat en zonder aan te geven wordt er betaald zonder pincode. Klant had hierover op de hoogte gebracht willen worden. Hij vind het onbeschoft dat er zonder pincode betaald kan worden.Pincode herinvoeren voor kleine bedragen
Openbare Ruimte;op 28-01-2015 zijn wij van Uden naar Amsterdam gereden om ons kleinkind en vriendjes een leuke verjaardag te laten beleven bij een goochelaar. We parkeerden op de Neveritaweg 15,  en wisten echt niet dat daar parkeergeld betaald moest worden. Nu kregen we een naheffing van 54,90 euro. Wij vinden dat buiten alle proporties.Ik heb niet de illusie dat er iets aan te doen zal zijn maar ik wil U wel even melden dat we dit zeer onsympathiek vinden. even rijden omdat die kinderen niet in een auto pasten kost ons zo wie zo 25,00 euro. Tel daar de 54,90 bij op dan heeft dat ons 80,00 euro gekost. We hebben echt geen boompje waar we dat van kunnen schudden.
Basisinformatie;De wijze waarop  in 2 brieven de flinke verhoging van de parkeervergunning wordt medegedeeld vind ik niet getuigen van consistent beleid. Daarnaast vind ik dat het tijdstip waarop geincasseerd wordt te weten 26 januari 2015 voor de periode 1 maart-1 september 2015 buiten alle proporties.Een direct juiste informatie en het incasseringsmoment op zijn vroegst enkele dagen voordat de periode ingaat. De burger van Amsterdam draagt door de uitermate hoge parkeertarieven al genoeg bij aan de Gemeentekas!!
Openbare Ruimte;Ik ben op zoek naar de plattegrond van stadsdeel centrum betreffende de parkeervergunningen.<br />De website verwijst naar <br />http:<wbr />/<wbr />/kanadocumenten.amsterdam.nl<wbr />/SRVS<wbr />/Data<wbr />/Amsterdam<wbr />/KnowledgeBases<wbr />/Kennisbank<wbr />/document<wbr />/Extern<wbr />/Cition<wbr />/plattegrond-centrum.pdf<br />Echter geeft deze website de volgende foutmelding:<br />Not Found<br /><br />The requested URL <wbr />/SRVS<wbr />/Data<wbr />/Amsterdam<wbr />/KnowledgeBases<wbr />/Kennisbank<wbr />/document<wbr />/Extern<wbr />/Cition<wbr />/plattegrond-centrum.pdf was not found on this server.Kunt u mij svp de plattegrond (digitaal) toesturen?
Belasting, Werk en Inkomen;Een parkeerboete voor zowel m'n ouders als mij t.w.v. 90€ pp (totaal dus 180€) voor het parkeren langs de stoep in parkeerverbodzone waar ik woon en zeker op zondags gebrek aan parkeerplek is wegens zondagsshoppers en fitnessschool Basic Fit. M'n ouders kwamen op visite omdat het m'n verjaardag is en konden ook geen plek vinden dus stonden in dezelfde straat waar tevens nog 20-30 auto's stonden die ook een bekeuring hadden. <br /><br />Ik vind het absurd dat ik of m'n al wat oudere ouders meer dan een kilometer van m'n huis moeten parkeren omdat mensen van buiten de stad of sporters alle parkeerplaatsen in beslag nemen. We staan al verder weg en het op een plek waar auto's nog gewoon langs kunnen.De boete kwijtschelden of meer parkeergelegenheid bieden voor bewoners<wbr />/bezoekers d.m.v. betaald parkeren m.u.v. huizenbewoners.
Openbare Ruimte;heb zaterdag een dagje Amsterdam gedaan auto geparkeerd inP&R  Sloterdijk met metro kaartjes naar amsterdam zondag morgen terug maar kon niet uitrijden
Parkeren;Ik wilde gisteren naar het centrum van amsterdam en wilde parkeren bij bos en lommer P+R alleen wegens storing kon dat niet toen werd ik door verwezen naar sloterdijk en ook daar was storing ik ben toen terug gereden en moest wegens tijdsgebrek wel parkeren maar dan voor het normale tarief bij bos en lommer ipv. de park and ride kosten. Ik vind dit belachelijk omdat normaal de kosten incl. tram kaartje 6 euro zijn om nu die 12 euro te betalen en de extra bij komende tram kosten!Ik zou graag de 6 euro die ik extra heb betaald terug gestort willen hebben.
Belasting, Werk en Inkomen;CITION verstuurt brieven met 14020 als telefonisch informatieloket. Als ik met 14 020 bel krijg ik nooit CITION aan de lijn, maar word ik altijd te woord gestaan door de algemene klantenafdeling. De antwoorden die zij van CITION moeten geven zijn vaak onvolledig. Ik vind dat CITION mij hierin onbeschoft behandeld. Als ik onvoldoende informatie krijg, kan ik alleen via de mail meer info opvragen. Dat heb ik gedaan en vervolgens moet ik meer dan een week wachten op antwoord. CITION ondertekend haar brieven met 'Namens de burgemeester en wethouders'. Ik vind de communicatiestijl van CITION beneden alle peil en volstrekt niet klantgericht. Terwijl wij burgers toch betalen voor hun 'dienst'verlening.Zich beraden op de communicatiestijl van CITION<br />. Klantvriendelijker benadering eisen van CITION.
Basisinformatie;op 6februari heb ik mijn auto geparkeerd op de P&R Zeeburg 2. Daarna conform procedure mijn parkeerkaart in de automaat gedaan en vervolgens twee kaartjes gevraagd voor de tram naar het Centrum. Deze procedure hebben wij al meerder keren gebruikt. Echter wij kregen geen vervoerkaartjes. Wel 5 euro betaald en een kwitantie. Om toch de kunnen reizen 2 kaartjes gekocht ( totaal 5.80) . na afloop van ons bezoek aan de binnenstad moet ik het volle pond parkeerkosten afrekenen omdat wij geen kaartje hadden met de desbetreffende code. Alle bewijzen zijn bij mij aanwezig. Schade: 5,90 en de parkeerkosten bedroepen 14.40 ipv 1 euro. Totaal claim ik derhalve euro 19,20 . Ik verzoek u dit bedrag over te maken op NL41INGB0002385579 tnv. J.B. Nieuwenhuizen. Alle bewijzen zijn in mijn bezit.Restitutie van teveel betaalde kosten
Basisinformatie;ik heb in de park en rijd bij zeeburg geparkeerd, en met de tram gereised naar reitlandparc, dan heb ik terug gereise, en zeker uitgecheck want de uit check staat op mijn ov chipkaart.  ik wild de af rekenen met de korting maar de machine accepteerd mijn ov kaart niet, de man via de info knob zeg dat het aangeeft dat ik niet uitgechecked was... dat is niet zo, verder was er niemand te helpen ik moest 19,50 betalen in plaats van de gebruikelijk 8 euro en wilt mijn geld terugik wil mijn geld terug en dat de gemeente weet dat de machines of de tram niet goed in gesteld is
