Categorie;Inhoud 1;Inhoud 3
Parkeren;Met mijn gezin geparkeerd in A'dam Arena, om daar met metro naar a'dam centraal te gaan waar wij een afspraak hadden. (za 21 maart 12u).<br />Bij betaalautomaat Arena alle kaartautomaten op storing (11.30u)<br />Wij konden geen voordelig vervoerstarief krijgen. Moesten een regulier retourticket kopen voor drie personen. (€ 16,80);Ik had graag mijn teveel betaalde geld terug ontvangen op rekening
Parkeren;het niet werken van de uitgang van de parkeergarage onder de stopera, waardoor het ongeveer een half uur of meer duurde voordat honderden auto's de garage konden verlaten.;Zorgen dat er twee werkende uitgangen zijn van de parkeergarage onder de stopera, zeker op avonden dat er een voorstelling is in het ballet-opera- gebouw, waardoor er honderden auto's tegelijkertijd de parkeergarage willen verlaten.
Parkeren;Op zaterdag 28 maart hebben wij geparkeerd bij P+R Bos en Lommer, een p+r kaartje uit de automaat getrokken. Bij het afrekenen moesten wij EUR 12 betalen, en nu lees ik op de website dat dit EUR 1 had moeten zijn. Hoe kan dit? Bij binnenkomst hebben wij op de juiste knop gedrukt, de P+R knop (onderste knop). Graag uw reactie.;EUR 11 TERUGVERGOEDEN
Parkeren;Geachte,<br /><br />Het is me nu 2 maal overkomen dat ik onterecht veel te veel geld heb moeten betalen voor een dag parkeren bij P&R bij Bos & Lommer.<br />Eerste keer heb ik geparkeerd op dinsdag 17 maart waarbij ik een bedrag moest betalen van 5 Euro (cash betaald) voor de tram (2 personen) dat was geen probleem maar terug komst moest ik 12 Euro betalen voor P&R. (ik een afschrift van de bedragen aan u sturen, als u dat nodig heeft).<br />Tweede keer was gisteren woensdag 1 april waarbij ik een bedrag moest betalen van 5 Euro (pin) voor de tram (1 persoon) dat was geen probleem maar bij terug komst moest ik WEER 12 Euro betalen voor P&R?<br /><br />De eerste keer op 17 maart heb ik geen klacht ingediend , maar toen het gisteren weer gebeurde heb ik een foto van de parkeerkaart en de OV chip kaart gemaakt als bewijs, want zoals u weet krijgt men geen parkeerkaart terug bij het uitrijden van de garage.<br />;Dat het bedrag dat ik onterecht moest betalen aan mij terug betaald wordt. Zoals u weet kan men de parkeergarage niet verlaten, zonder betaling.<br />Ik wil graag 2x 11 Euro=22Euro.<br /><br /><br />
Parkeren;Ik wilde 3 kaartjes kopen voor P+R bij betaalautomaat 1 RAI.<br />Ik betaalde deze netjes met creditcard na betaling gaf de automaat pas aan dat het printpapier van de kaartjes op was.. Ik heb dus contact gezocht met de parkeergaragehouder en verwees mij door naar deze site.<br /><br />Graag zou ik mijn 5,90 euro terug willen die ik extra heb betaald voor de 3 kaartjes P+R.<br /><br />Kaart 01.026554<br />Transactie nr 1285740<br />Kassa nr HV0NWV<br />Winkel nr 334441<br /><br />Graag zou ik dit bedrag terug ontvangen op mijn bankrekening : NL65 INGB 0665 014554 <br /><br />Angela Messemaker<br />Email angela<wbr />_messemaker10@hotmail.com<br />Tel 0639269256;Terug betaling extra uitgifte ivm kaartpapier op automaat P+R RAI
Parkeren;Gisteren, op 2e Paasdag werd ten onrechte parkeergeld geheven op P3 van het Science Park. Het is niet de eerste keer dat zoiets gebeurt. Zelf heb ik ook eens moeten betalen op een officiele feestdag en moest ik daarna mijn geld terugvragen via een procedure. Je zou verwachten dat Parkeerbeheer leert van dit soort voorvallen. Ik werk voor het sportcentrum van het Science Park. Er was een evenement en onze gasten hadden hier veel last van. Het lukte niet de medewerker van Parkeerbeheer via de intercom te overtuigen dat een vergissing is gemaakt.;Uitzoeken hoe dit kan gebeuren en ervoor zorgen dat dit niet meer voorkomt.
Parkeren;Geachte,<br /><br />Gisteren zijn mijn vrouw en ik een dagje naar Amsterdam geweest. Wij hebben voor de P+R Arena gekozen omdat dat kwa kosten erg zou schelen. Bij terugkomst (incl benodigde aangeschafte ov-kaart),kon ik dus toch mooi het volledige bedrag betalen,waar ik ERG VAN SCHROK!!!!! ik heb dus gewoon gedaan wat er vooraf gevragen werd en toch is er iets fout gegaan (wij hebben ook gewoon in en uit gecheckt bij vertrek en aankomst). <br /><br />Wat nu? Ik eis eigenlijk gewoon mijn geld terug!;Geen mening.
Parkeren;Goedenavond,<br /><br />Afgelopen weekend hebben wij bezoek gebracht aan Amsterdam. Wij hebben gebruikt gemaakt van Park en Ride en zaterdag 11 april onze auto geparkeerd in de Rai. Zondagochtend moesten wij echter 34 euro afrekenen. Niet het Park en Ride tarief, maar het volledige tarief.<br /><br />Wij zijn onze terugreis begonnen vanaf de Appololaan waar ons hotel was gevestigd. Wij konden echter geen gebruik maken van de geplande route met lijn 65 omdat de halte tijdelijk was opgegeven. Via de GVB werd vervolgens een route geadviseerd via station Zuid en station Rai. En daar ging het dus mis. De Rai is buiten het centrum en daarmee konden wij niet in aanmerking voor park en ride.<br /><br />Wij waren niet op de hoogte dat de Rai buiten het centrum lag. Wij hadden het nagekeken voor ons oorspronkelijke geplande route en dat was goed.<br /><br />Met vriendelijke groet<br />Rene van de Wetering;Wij vinden het niet fair dat we gefronteerd worden met hoge kosten terwijl wij geen gebruik konden maken van de oorspronkelijke route omdat de halte was opgegeven en we de route hebben gevolgd die de GVB adviseerde. Wij zijn van derhalve van mening dat we recht hebben op het tarief park en ride.<br /><br />Vanzelfsprekend hebben wij de verschillende kaartjes <wbr />/ kwitanties nog.
Parkeren;Ik stond vandaag meer dan een half uur in de file om de p en r van het olympisch stadion binnen te komen terwijl er meer dan 300 parkeerplaatsen vrij waren ! Schandalig dat er om de tien minuten maar een parkeerplaats vrij komt terwijl er zoveel leeg staan! Dit is niet gastvrij en milieu vriendelijk!;Los het op geef veel en veel meer p en r plekken vrij!
Parkeren;Afgelopen zondag 19 april jl. hadden mijn man en ik een concert 's middags in het Concertgebouw aan het Museumplein. Vooraf hadden wij goed geinformeerd wat de beste optie was i.v.m. het parkeren. Dat bleek de weekend P + R VUMC te zijn. Om half 1 stonden we voor de P + R garage P2. Deze was echter met linten afgezet i.v.m. een netwerkstoring. We werden doorverwezen naar P1. Daar was inderdaad nog plek. Echter, toen we zochten waar we ons GVB openbaar vervoerkaartje konden halen, bleek deze garage geen deel uit te maken van de P + R VUMC, maar het bleek een gewone garage te zijn, volgens de receptionist in het VUMC en we moesten het volle tarief betalen. I.p.v. de 6 euro waar we op gerekend hadden, moesten we nu bijna 21 euro betalen (incl. de tram naar de binnenstad). Ik vind het niet eerlijk, dat het bord, bij de wegens netwerk storing gesloten P + R,  ons verwees naar een gewone garage en niet naar een andere P + R garage waar we veel goedkoper hadden kunnen parkeren en reizen.;Nee
Parkeren;na 5 maanden weer een dagje naar Amsterdam, parkeren bij de ARENA, de plek dichtbij, zoals gewend bij de kassa's P&R plus metro naar centrum v.v. en voor 1,00 parkeergeld. Helaas pakte het anders uit, de 1,-- werd 23,00, want de plek bleek opeens geen P&R meer. Wat een teleurstelling en ONDUIDELIJK aangegeven.;Nee
Parkeren;Ik las overal dat Amsterdam gratis parkeren heeft op Koningsdag.Hoe kan het dan dat ik in een parkeergarage van de gemeente( onder het OLVG bij vertrek 6 euro moest betalen.Dit was nergens vermeld en geeft mij een onprettig gevoel;Nee
Parkeren;Wij wilden gisteren 1<wbr />/5 gebruikmaken van de Kiss+Ride locatie in de Oosterdoksstraat om Amerikaansen vrienden af te zetten.<br />Helaas nooit gevonden. Wij hebben nergens een verwijzing van K + R gevonden. Wellicht handig om ergens in de straat een verwijzing te plaatsen. Uiteindelijk, na enige omzwervingen de gasten bij de achteruitgang van het station uit de auto gelaten op de doorgaande weg. Gevaarlijk, en niet nodig als er duidelijke borden zijn.<br />;Nee
Parkeren;Beste, <br />Op datum van 22<wbr />/04 zijn we samen met familieleden (in totaal 10) een dagje naar Amsterdam gekomen uit Gent, Belgie voor een citytrip. We hebben op internet de P+R optie van de stad Amsterdam ontdekt en hebben besloten om de 2 auto's achter te laten in het P+R Olympisch Stadion en van daaruit heen en terug te keren naar het centrum zoals voorgesteld werd op de websites van P+R Amsterdam. <br />Heel ambetant was dat de automaten voor de tramkaartjes in het Olympisch Stadion blijkbaar al enkele dagen niet werkten en we hebben uiteindelijk voor 10 personen heen- en terug tramkaartjes aan 2,90€ in de tram zelf moeten kopen. Dit maakt een totaalsom van 20x2,90€= 58€ terwijl het P+R systeem van de stad Amsterdam toelaat om per auto voor 5 personen veel goedkopere heen- en terug tramkaartjes te  kunnen verkrijgen (voor 5 personen rond de 7-8€ herinner ik me). Ik stuur u een foto van de kapotte kaartjesautomaat. Ik zou u de 20 kaartjes ook via post kunnen bezorgen indien gewenst.;Nee
Parkeren;Achter de faculteit van Natuurwetenschappen op Sciencepark is er een parkeerterrein met een slagboom. Normaal wordt op zondag geen parkeergeld geheven. Maar op dinsdag 5 Mei Bevrijdingsdag (volgens U website een zondag) moest ik toch betalen. Ik heb contact gemaakt met de meldkamer maar de man zei dat er op alle dagen betaald moest worden. Deze man was dus duidelijk totaal niet ingelicht. Het parkeerapparaat wordt niet goed beheerd want ik heb wel eens meer op een nationale feestdag daar moeten betalen. Maar dit vind ik nu een principe kwestie.;Nee
Parkeren;wij dachten goedkoop te kunnen parkeren in de P+R arena en dan met onze eigen ovkaart te kunnen reizen. Alles ging prima, maar bij betalen konden onze ovkaarten niet gescand  worden (we kregen een foutmelding). we hebben 4 ov kaarten geprobeerd maar geen enkele deed het. er was geen beheerder aanwezig dus we hebben uiteindelijk het volle tarief moeten betalen (20 euro). graag horen we hoe we het teveel betaalde parkeergeld kunnen terugkrijgen en welke dokumenten we daarvoor moeten overleggen.;Nee
Parkeren;Zoals in de beschrijving van p+r staat alles gedaan ,parkeren bij de rai , gvb kaart gekocht . alles gaat goed tot wij om 23:16 bij de rai aankomen en willen betalen de machine reageerde niet ,niemand aanwezig ,dus maar een optie kaartje kopen van 17 euro weg voordeel van 1 euro parkeren anders kom je het gebouw niet uit .<br />dit gaat meer naar oplichting dan naar service toe.<br />Hoe kunnen wij dit oplossen.;Nee
Parkeren;11 euro moeten betalen voor het parkeren in op de P1 arena.<br />Ik wilde aan de parkeerwacht<wbr />/toezichthouder vragen hoe het systeem werkte met betalen. Hij was niet erg behulpzaam moest maar in de rij gaan staan. ik heb een inrit kaart en een eigen OV dus hij zei dat ik 1 euro hoefde te betalen bij uitrijden. Toe ik ging betalen moest ik 11 euro betalen, ik denk omdat ik een verkeerde inrit kaart had (denk ik) dus nu heb ik voor 3 man ov betaald en nog eens 11 euro parkeer geld;Nee
Parkeren;Op 19 mei heb ik mijn auto 43sbr4 gestald in de Q-parking Bos en Lommer en heb een P+R kaart getrokken.<br />Om 15:50 ben ik teruggekomen na met mijn ov-chipcard op het Centraal station te hebben ingececkt op stadsbus lijn 21.<br />Deze halte staat als geldig voor vertrek vanaf het centrum.<br />Omdat ik het volle tarief moest betalen van €12,- heb ik contact gezocht via de informatie knop. De medewerker zei me dat het centraal station niet als geldig vertrekpunt beschouwd werd vanuit het centrumgebied.De ov card was wel aldaar afgestempeld en aan de andere voorwaarden is voldaan.<br />Ik dien een klacht in omdat ik n.m.m. €11,- ten onrechte heb betaald daar ik aan alle voorwaarden heb voldaan voor het P+R tarief.;Nee
Parkeren;<br /><br />Amsterdam ,        24 Mei 2015<br /><br />betreft: schadeclaim<br /><br /><br /><br /><br />Geachte,<br /><br />Op 22 september 2014 mijn vrouw heeft een behoorlijke wond aan haar wijsvinger gekregen. Ze heeft een deur naar de garage geopened, het zwaaide open en  haar vinger tussen de handel en de muur verpletterd. Ze liep een diepe snee, waarvan 9 hechtingen nodig. We opgelopen kosten van het ziekenhuis dat we willen graag herstellen.<br /><br />Verwijt: Er is sprake van een gevaarlijke situatie, omdat de deurdwanger los gekoppeld was en vervolgens de deur had geen beveiliging tegen stoten met de muur.<br /><br />Ik stel u aansprakelijk voor de door mij geleden en nog te lijden schade. Ik verzoek u de aansprakelijkheid volledig te erkennen en mijn schade, materieel en immaterieel, te vergoeden. <br /><br />U dient deze brief mede te beschouwen als een stuiting der verjaring in de zin van artikel 3:310 jo. 3:317 BW. <br /><br />Ik verneem graag spoedig van u of van uw verzekeraar.<br /><br />Met vriendelijke groet<br />James Sutherland;Nee
Parkeren;Gisteravond ben ik bij een concert geweest van de Toppers in de Amsterdam Arena. Wij waren ruim van te voren aanwezig. Alleen het parkeren was een grote chaos.  Er waren niet voldoende parkeerplaatsen en het stond erg slecht aangegeven. We werden van de ene naar de andere parkeerplaats gestuurd en werden steeds geweigerd omdat we niet van te voren een parkeerkaart hadden aangeschaft, terwijl dit in principe niet nodig is om daar te parkeren. Uiteindelijk werden we naar een geimproviseerde parkeerplaats gestuurd, waar we 15 euro moesten betalen voor een parkeerkaart, wat nog duurder was dan een ticket in een van de parkeergarages tijdens een evenement (12 euro) en moesten we ruim 20 minuten lopen naar de Arena. Uiteindelijk kwamen we een uur na aanvang aan bij het concert.;Nee
Parkeren;Op 5 mei is tweemaal het verschuldigde bedrag voor mijn parkeerkosten in de parkeergarage Arena afgeschreven van mijn credit card.;Nee
Parkeren;Na 2 mislukte pogingen dit formulier verzonden te krijgen naar jullie stuur ik de klacht in een van de bijlagen, omdat het verhaal te lang is om steeds opnieuw te typen in dit vak en ik niet het risico wil lopen dat het deze keer weer niet lukt.;Per e-mail
Parkeren;Ik heb vorige week zaterdag 27 september op het P&R parkeerterrein geparkeerd, heb mij aan alle spelregels gehouden wat betreft P&R en het rijden met de OV kaart naar het centrum en terug en ben daarna gedwongen het hoge parkeertarief te betalen. Daarbij ben ik onbeschoft bejegend en eis ik mijn geld terug.;Ik wil mijn geld terug en verwacht een onderzoek naar de functionaliteit van de software van de machine. Ik heb mij aan de spelregels van het P&R gehouden en vindt daarom dat ik recht heb op tenminste:<br />€ 14,40 - € 8,00 = € 6,40
Parkeren;Goedemiddag,<br /><br />Gisteren hebben we voor het eerst gebruik gemaakt van P + R in Amsterdam, Olympisch Stadion. Wij hebben drie GVB kaartjes gekocht. <br /><br />Na een oververmoeide dag zijn we bij het betalen van de parkeerkosten vergeten de GVB kaartjes te scannen.<br />Ipv E 8 per dag te betalen hebben we E 36 moeten afrekenen.<br /><br />Wij vinden dit bijzonder spijtig dat we ons dure dagje Amsterdam hebben moeten afsluiten met een zeer prijzig parkeerticket. Dit omdat we niet eerder kennis hebben genomen van het P + R parkeren.<br />Graag verzoek ik u ook het verschil in parkeerkosten terug te betalen.<br /><br />Gaarne zie ik uw reactie tegemoet.<br /><br />Met vriendelijke groet,<br /><br />Irmgard Wibier;Graag het verschil in parkeertarief terug overmaken (E 28)
